source_path,FY,period,section,line_label,series_id,value,unit,row_role,source_file,source_cell,formula,source_status,source_basis,vktpc_source_file,vktpc_source_cell,vktpc_source_status,population_source_file,population_source_cell,population_source_status,model_id,quarter_composition,actual_quarters,forecast_quarters,replacement_flag,value_status,residual_vs_official,scenario_name,scenario_role,fed_path,availability_status,forecast_segment,section_order,line_order,source_path_order,composition_mode,composition_mode_order,stack_role,formula_role,stack_note,signed_contribution,stack_value,raw_value,stack_value_clean,chart_visible,legend_visible,net_effect_group,clean_stack_value,stack_unit,stack_balance_value,stack_balance_residual,stack_balance_status,stack_total_by_FY,overlay_total_value,overlay_series_id,overlay_label,stack_overlay_residual,stack_overlay_status,clean_stack_total_by_FY,clean_overlay_total_value,clean_overlay_residual,clean_overlay_status,formula_residual,formula_residual_abs,formula_residual_status
BEFU26 official,2006,FY2006,Key volumes,Light BEV RUC net km,light_bev_ruc_net_km,0.0,million km,bridge_input,annual_spine.csv,G7,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,0,3,0,Gross-to-net bridge audit,0,activity_context,activity_context,,,,0.0,,False,False,light_bev_ruc_net_km,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,Key volumes,Heavy BEV RUC net km,heavy_bev_ruc_net_km,0.0,million km,bridge_input,annual_spine.csv,G8,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,0,4,0,Gross-to-net bridge audit,0,activity_context,activity_context,,,,0.0,,False,False,heavy_bev_ruc_net_km,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,Key volumes,PHEV RUC net km,phev_ruc_net_km,0.0,million km,bridge_input,annual_spine.csv,G9,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,0,5,0,Gross-to-net bridge audit,0,activity_context,activity_context,,,,0.0,,False,False,phev_ruc_net_km,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,Key volumes,PED volume,ped_volume,3101.14723567574,million litres,bridge_input,annual_spine.csv,G10,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,0,6,0,Gross-to-net bridge audit,0,activity_context,activity_context,,,,3101.14723567574,,False,False,ped_volume,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,Key volumes,Light petrol VKT,light_petrol_vkt,30575.531175087,million km,bridge_input,annual_spine.csv,G11,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,0,7,0,Gross-to-net bridge audit,0,activity_context,activity_context,,,,30575.531175087,,False,False,light_petrol_vkt,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,Key volumes,PED VKT per capita,ped_vkt_per_capita,7349.17026262247,km/person,bridge_input,annual_spine.csv,G12,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,0,8,0,Gross-to-net bridge audit,0,activity_context,activity_context,,,,7349.17026262247,,False,False,ped_vkt_per_capita,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,Key volumes,TUC GTK,tuc_gtk,0.0,tonne-km,bridge_input,annual_spine.csv,G13,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,0,9,0,Gross-to-net bridge audit,0,activity_context,activity_context,,,,0.0,,False,False,tuc_gtk,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,Light RUC net revenue,light_ruc_net_revenue,207.057308142222,$m nominal ex GST,leaf,annual_spine.csv,G28,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,10,0,Gross-to-net bridge audit,0,component_positive,gross_component,,207.057308142222,207.057308142222,207.057308142222,207.057308142222,True,True,light_ruc_net_revenue,207.057308142222,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,Heavy RUC net revenue,heavy_ruc_net_revenue,519.311999804444,$m nominal ex GST,leaf,annual_spine.csv,G29,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,11,0,Gross-to-net bridge audit,0,component_positive,gross_component,,519.311999804444,519.311999804444,519.311999804444,519.311999804444,True,True,heavy_ruc_net_revenue,519.311999804444,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,Light BEV RUC net revenue,light_bev_ruc_net_revenue,0.0,$m nominal ex GST,leaf,annual_spine.csv,G30,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,12,0,Gross-to-net bridge audit,0,component_positive,gross_component,,0.0,0.0,0.0,0.0,True,True,light_bev_ruc_net_revenue,0.0,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,Heavy BEV RUC net revenue,heavy_bev_ruc_net_revenue,0.0,$m nominal ex GST,leaf,annual_spine.csv,G31,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,13,0,Gross-to-net bridge audit,0,component_positive,gross_component,,0.0,0.0,0.0,0.0,True,True,heavy_bev_ruc_net_revenue,0.0,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,PHEV RUC net revenue,phev_ruc_net_revenue,0.0,$m nominal ex GST,leaf,annual_spine.csv,G32,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,14,0,Gross-to-net bridge audit,0,component_positive,gross_component,,0.0,0.0,0.0,0.0,True,True,phev_ruc_net_revenue,0.0,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,RUC refunds,ruc_refunds,26.444,$m nominal ex GST,deduction,annual_spine.csv,G33,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,15,0,Gross-to-net bridge audit,0,component_negative,refund_deduction,RUC refunds are present in Gross RUC and Total refunds; the bridge shows the gross add-back and the signed refund deduction.,-26.444,-26.444,26.444,0.0,False,False,ruc_refunds_internal_zero_net_pair,0.0,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,RUC refunds gross add-back,ruc_refunds_gross_addback,26.444,$m nominal ex GST,bridge_addback,annual_spine.csv,G33,"Gross-to-net bridge add-back: Gross RUC already includes RUC refunds, so this positive row allows the explicit refund deduction to remain visible without changing Total NLTF revenue.",derived_bridge_addback,runtime_bridge_audit,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,,befu26_official,official_comparator,BEFU26,available,,1,16,0,Gross-to-net bridge audit,0,component_positive,gross_addback,"Gross-to-net bridge add-back: Gross RUC already includes RUC refunds, so this positive row allows the explicit refund deduction to remain visible without changing Total NLTF revenue.",26.444,26.444,26.444,0.0,False,False,ruc_refunds_internal_zero_net_pair,0.0,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,Gross RUC,gross_ruc_revenue,752.813307946667,$m nominal ex GST,aggregate,annual_spine.csv,G34,light_ruc_net_revenue + heavy_ruc_net_revenue + light_bev_ruc_net_revenue + heavy_bev_ruc_net_revenue + phev_ruc_net_revenue + ruc_refunds,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,17,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,752.813307946667,,False,False,gross_ruc_revenue,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,1.0231815394945443e-12,1.0231815394945443e-12,reconciled
BEFU26 official,2006,FY2006,RUC,RUC admin,ruc_admin_revenue,13.015,$m nominal ex GST,deduction,annual_spine.csv,G35,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,18,0,Gross-to-net bridge audit,0,component_negative,deduction,,-13.015,-13.015,13.015,-13.015,True,True,ruc_admin_revenue,-13.015,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,RUC,RUC net admin,ruc_revenue_net_admin,739.798307946667,$m nominal ex GST,aggregate,annual_spine.csv,G36,gross_ruc_revenue - ruc_admin_revenue,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,19,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,739.798307946667,,False,False,ruc_revenue_net_admin,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,0.0,0.0,reconciled
BEFU26 official,2006,FY2006,RUC,RUC net admin/refunds,total_ruc_net_revenue,713.354307946667,$m nominal ex GST,aggregate,annual_spine.csv,G37,ruc_revenue_net_admin - ruc_refunds,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,1,20,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,713.354307946667,,False,False,total_ruc_net_revenue,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,-1.1368683772161603e-13,1.1368683772161603e-13,reconciled
BEFU26 official,2006,FY2006,FED,Gross PED,gross_ped_revenue,1282.591058,$m nominal ex GST,leaf,annual_spine.csv,G40,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,22,0,Gross-to-net bridge audit,0,component_positive,gross_component,,1282.591058,1282.591058,1282.591058,1282.591058,True,True,gross_ped_revenue,1282.591058,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,FED,LPG,gross_lpg_revenue,32.039,$m nominal ex GST,leaf,annual_spine.csv,G41,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,23,0,Gross-to-net bridge audit,0,component_positive,gross_component,,32.039,32.039,32.039,32.039,True,True,gross_lpg_revenue,32.039,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,FED,CNG,gross_cng_revenue,0.165,$m nominal ex GST,leaf,annual_spine.csv,G42,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,24,0,Gross-to-net bridge audit,0,component_positive,gross_component,,0.165,0.165,0.165,0.165,True,True,gross_cng_revenue,0.165,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,FED,Gross FED,gross_fed_revenue,1314.795058,$m nominal ex GST,aggregate,annual_spine.csv,G43,gross_ped_revenue + gross_lpg_revenue + gross_cng_revenue,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,25,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,1314.795058,,False,False,gross_fed_revenue,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,0.0,0.0,reconciled
BEFU26 official,2006,FY2006,FED,FED refunds,fed_refunds,32.36,$m nominal ex GST,deduction,annual_spine.csv,G44,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,26,0,Gross-to-net bridge audit,0,component_negative,deduction,,-32.36,-32.36,32.36,-32.36,True,True,fed_refunds,-32.36,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,FED,Net FED,net_fed_revenue,1282.435058,$m nominal ex GST,aggregate,annual_spine.csv,G45,gross_fed_revenue - fed_refunds,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,2,27,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,1282.435058,,False,False,net_fed_revenue,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,0.0,0.0,reconciled
BEFU26 official,2006,FY2006,MVR,MR1,mr1_revenue,178.721,$m nominal ex GST,leaf,annual_spine.csv,G48,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,28,0,Gross-to-net bridge audit,0,component_positive,gross_component,,178.721,178.721,178.721,178.721,True,True,mr1_revenue,178.721,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,MVR,MR2,mr2_revenue,35.324,$m nominal ex GST,leaf,annual_spine.csv,G49,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,29,0,Gross-to-net bridge audit,0,component_positive,gross_component,,35.324,35.324,35.324,35.324,True,True,mr2_revenue,35.324,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,MVR,MR13/COO,coo_revenue,6.928,$m nominal ex GST,deduction,annual_spine.csv,G50,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,30,0,Gross-to-net bridge audit,0,component_negative,admin_coo_deduction,MR13/COO is present in Gross MVR and Total admin fees; the bridge shows the gross add-back and the signed admin/COO deduction.,-6.928,-6.928,6.928,0.0,False,False,mvr_mr13_coo_internal_zero_net_pair,0.0,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,MVR,MR13/COO gross add-back,coo_gross_mvr_addback,6.928,$m nominal ex GST,bridge_addback,annual_spine.csv,G50,"Gross-to-net bridge add-back: Gross MVR already includes MR13/COO, so this positive row allows the explicit MR13/COO deduction to remain visible without changing Total NLTF revenue.",derived_bridge_addback,runtime_bridge_audit,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,,befu26_official,official_comparator,BEFU26,available,,3,31,0,Gross-to-net bridge audit,0,component_positive,gross_addback,"Gross-to-net bridge add-back: Gross MVR already includes MR13/COO, so this positive row allows the explicit MR13/COO deduction to remain visible without changing Total NLTF revenue.",6.928,6.928,6.928,0.0,False,False,mvr_mr13_coo_internal_zero_net_pair,0.0,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,MVR,Gross MVR,gross_mvr_revenue,220.973,$m nominal ex GST,aggregate,annual_spine.csv,G51,mr1_revenue + mr2_revenue + coo_revenue,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,32,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,220.973,,False,False,gross_mvr_revenue,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,0.0,0.0,reconciled
BEFU26 official,2006,FY2006,MVR,MVR admin,mvr_admin_revenue,34.058,$m nominal ex GST,deduction,annual_spine.csv,G52,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,33,0,Gross-to-net bridge audit,0,component_negative,deduction,,-34.058,-34.058,34.058,-34.058,True,True,mvr_admin_revenue,-34.058,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,MVR,MVR net admin & COO,mvr_revenue_net_admin_coo,179.987,$m nominal ex GST,aggregate,annual_spine.csv,G53,mr1_revenue + mr2_revenue - mvr_admin_revenue,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,34,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,179.987,,False,False,mvr_revenue_net_admin_coo,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,0.0,0.0,reconciled
BEFU26 official,2006,FY2006,MVR,MVR refunds,mvr_refunds,0.546,$m nominal ex GST,deduction,annual_spine.csv,G54,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,35,0,Gross-to-net bridge audit,0,component_negative,deduction,,-0.546,-0.546,0.546,-0.546,True,True,mvr_refunds,-0.546,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
BEFU26 official,2006,FY2006,MVR,MVR net admin/refunds/COO,net_mvr_revenue,179.441,$m nominal ex GST,aggregate,annual_spine.csv,G55,mvr_revenue_net_admin_coo - mvr_refunds,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,3,36,0,Gross-to-net bridge audit,0,aggregate_overlay,aggregate_overlay,,,,179.441,,False,False,net_mvr_revenue,,,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,0.0,0.0,reconciled
BEFU26 official,2006,FY2006,TUC,TUC net revenue,tuc_net_revenue,0.0,$m nominal ex GST,leaf,annual_spine.csv,G58,,ACTUAL,BEFU26 official source row,,,,,,,,2005Q3; 2005Q4; 2006Q1; 2006Q2,2005Q3; 2005Q4; 2006Q1; 2006Q2,,False,actual,0.0,befu26_official,official_comparator,BEFU26,available,,4,37,0,Gross-to-net bridge audit,0,component_positive,gross_component,,0.0,0.0,0.0,0.0,True,True,tuc_net_revenue,0.0,$m nominal ex GST,2175.230365946666,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,total_nltf_net_revenue,Total NLTF revenue,-4.092726157978177e-12,balanced,2175.230365946666,2175.23036594667,-4.092726157978177e-12,balanced,,,
