scenario_name,role,workbook_filename,workbook_sha256,sheet,stream,cell,row_number,column_number,row_label,column_label,period,canonical_period,variable_name,canonical_variable,value,unit,value_type,source_status
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,F33,33,6,2033Q4,real_diesel_price_cents_per_litre,2033Q4,2033Q4,real_diesel_price_cents_per_litre,real_diesel_price_cents_per_litre,189.25,cents/litre,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,G33,33,7,2033Q4,real_light_ruc_price_nzd_per_1000km,2033Q4,2033Q4,real_light_ruc_price_nzd_per_1000km,real_light_ruc_price_nzd_per_1000km,77.71024554115951,NZD/1000km,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,H33,33,8,2033Q4,lagged_real_light_ruc_price_nzd_per_1000km,2033Q4,2033Q4,lagged_real_light_ruc_price_nzd_per_1000km,lagged_real_light_ruc_price_nzd_per_1000km,77.73941423401816,NZD/1000km,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,I33,33,9,2033Q4,target_lag_1,2033Q4,2033Q4,target_lag_1,target_lag_1,3395083032.4410977,model target units,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,J33,33,10,2033Q4,target_lag_4,2033Q4,2033Q4,target_lag_4,target_lag_4,3567669403.54678,model target units,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,K33,33,11,2033Q4,q2_dummy,2033Q4,2033Q4,q2_dummy,q2_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,L33,33,12,2033Q4,q3_dummy,2033Q4,2033Q4,q3_dummy,q3_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,M33,33,13,2033Q4,q4_dummy,2033Q4,2033Q4,q4_dummy,q4_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,N33,33,14,2033Q4,post_2020_dummy,2033Q4,2033Q4,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,O33,33,15,2033Q4,trend_index,2033Q4,2033Q4,trend_index,trend_index,128,,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,P33,33,16,2033Q4,log_real_gdp,2033Q4,2033Q4,log_real_gdp,log_real_gdp,25.607431308405477,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,Q33,33,17,2033Q4,log_real_diesel_price,2033Q4,2033Q4,log_real_diesel_price,log_real_diesel_price,5.243068892317559,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,R33,33,18,2033Q4,log_real_light_ruc_price,2033Q4,2033Q4,log_real_light_ruc_price,log_real_light_ruc_price,4.352987108927387,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,S33,33,19,2033Q4,log_lagged_real_light_ruc_price,2033Q4,2033Q4,log_lagged_real_light_ruc_price,log_lagged_real_light_ruc_price,4.353362390458954,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,T33,33,20,2033Q4,log_target_lag_1,2033Q4,2033Q4,log_target_lag_1,log_target_lag_1,21.94559405493078,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,U33,33,21,2033Q4,log_target_lag_4,2033Q4,2033Q4,log_target_lag_4,log_target_lag_4,21.995178391414726,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,V33,33,22,2033Q4,diff_log_real_gdp,2033Q4,2033Q4,diff_log_real_gdp,diff_log_real_gdp,0.00433715958365255,,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,W33,33,23,2033Q4,gdp_light_ruc_price_interaction,2033Q4,2033Q4,gdp_light_ruc_price_interaction,gdp_light_ruc_price_interaction,111.46881837823261,derived interaction,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,A34,34,1,2034Q1,period,2034Q1,2034Q1,period,period,2034Q1,system,text,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,B34,34,2,2034Q1,year,2034Q1,2034Q1,year,year,2034,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,C34,34,3,2034Q1,quarter,2034Q1,2034Q1,quarter,quarter,1,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,D34,34,4,2034Q1,horizon,2034Q1,2034Q1,horizon,horizon,33,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,E34,34,5,2034Q1,real_gdp_sa_nzd,2034Q1,2034Q1,real_gdp_sa_nzd,real_gdp_sa_nzd,132754642470.89433,real NZD,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,F34,34,6,2034Q1,real_diesel_price_cents_per_litre,2034Q1,2034Q1,real_diesel_price_cents_per_litre,real_diesel_price_cents_per_litre,189.1875,cents/litre,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,G34,34,7,2034Q1,real_light_ruc_price_nzd_per_1000km,2034Q1,2034Q1,real_light_ruc_price_nzd_per_1000km,real_light_ruc_price_nzd_per_1000km,77.68108779271884,NZD/1000km,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,H34,34,8,2034Q1,lagged_real_light_ruc_price_nzd_per_1000km,2034Q1,2034Q1,lagged_real_light_ruc_price_nzd_per_1000km,lagged_real_light_ruc_price_nzd_per_1000km,77.71024554115951,NZD/1000km,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,I34,34,9,2034Q1,target_lag_1,2034Q1,2034Q1,target_lag_1,target_lag_1,3596210758.775154,model target units,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,J34,34,10,2034Q1,target_lag_4,2034Q1,2034Q1,target_lag_4,target_lag_4,3390521255.71732,model target units,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,K34,34,11,2034Q1,q2_dummy,2034Q1,2034Q1,q2_dummy,q2_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,L34,34,12,2034Q1,q3_dummy,2034Q1,2034Q1,q3_dummy,q3_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,M34,34,13,2034Q1,q4_dummy,2034Q1,2034Q1,q4_dummy,q4_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,N34,34,14,2034Q1,post_2020_dummy,2034Q1,2034Q1,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,O34,34,15,2034Q1,trend_index,2034Q1,2034Q1,trend_index,trend_index,129,,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,P34,34,16,2034Q1,log_real_gdp,2034Q1,2034Q1,log_real_gdp,log_real_gdp,25.61176846798913,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,Q34,34,17,2034Q1,log_real_diesel_price,2034Q1,2034Q1,log_real_diesel_price,log_real_diesel_price,5.242738586781938,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,R34,34,18,2034Q1,log_real_light_ruc_price,2034Q1,2034Q1,log_real_light_ruc_price,log_real_light_ruc_price,4.35261182739582,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,S34,34,19,2034Q1,log_lagged_real_light_ruc_price,2034Q1,2034Q1,log_lagged_real_light_ruc_price,log_lagged_real_light_ruc_price,4.352987108927387,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,T34,34,20,2034Q1,log_target_lag_1,2034Q1,2034Q1,log_target_lag_1,log_target_lag_1,22.003146561063904,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,U34,34,21,2034Q1,log_target_lag_4,2034Q1,2034Q1,log_target_lag_4,log_target_lag_4,21.944249509266964,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,V34,34,22,2034Q1,diff_log_real_gdp,2034Q1,2034Q1,diff_log_real_gdp,diff_log_real_gdp,0.00433715958365255,,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,W34,34,23,2034Q1,gdp_light_ruc_price_interaction,2034Q1,2034Q1,gdp_light_ruc_price_interaction,gdp_light_ruc_price_interaction,111.4780863542928,derived interaction,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,A35,35,1,2034Q2,period,2034Q2,2034Q2,period,period,2034Q2,system,text,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,B35,35,2,2034Q2,year,2034Q2,2034Q2,year,year,2034,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,C35,35,3,2034Q2,quarter,2034Q2,2034Q2,quarter,quarter,2,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,D35,35,4,2034Q2,horizon,2034Q2,2034Q2,horizon,horizon,34,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,E35,35,5,2034Q2,real_gdp_sa_nzd,2034Q2,2034Q2,real_gdp_sa_nzd,real_gdp_sa_nzd,133331670968.56306,real NZD,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,F35,35,6,2034Q2,real_diesel_price_cents_per_litre,2034Q2,2034Q2,real_diesel_price_cents_per_litre,real_diesel_price_cents_per_litre,189.125,cents/litre,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,G35,35,7,2034Q2,real_light_ruc_price_nzd_per_1000km,2034Q2,2034Q2,real_light_ruc_price_nzd_per_1000km,real_light_ruc_price_nzd_per_1000km,77.6519409845897,NZD/1000km,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,H35,35,8,2034Q2,lagged_real_light_ruc_price_nzd_per_1000km,2034Q2,2034Q2,lagged_real_light_ruc_price_nzd_per_1000km,lagged_real_light_ruc_price_nzd_per_1000km,77.68108779271884,NZD/1000km,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,I35,35,9,2034Q2,target_lag_1,2034Q2,2034Q2,target_lag_1,target_lag_1,3417645425.763058,model target units,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,J35,35,10,2034Q2,target_lag_4,2034Q2,2034Q2,target_lag_4,target_lag_4,3279145438.6140547,model target units,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,K35,35,11,2034Q2,q2_dummy,2034Q2,2034Q2,q2_dummy,q2_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,L35,35,12,2034Q2,q3_dummy,2034Q2,2034Q2,q3_dummy,q3_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,M35,35,13,2034Q2,q4_dummy,2034Q2,2034Q2,q4_dummy,q4_dummy,0,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,N35,35,14,2034Q2,post_2020_dummy,2034Q2,2034Q2,post_2020_dummy,post_2020_dummy,1,0/1,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,O35,35,15,2034Q2,trend_index,2034Q2,2034Q2,trend_index,trend_index,130,,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,P35,35,16,2034Q2,log_real_gdp,2034Q2,2034Q2,log_real_gdp,log_real_gdp,25.616105627572782,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,Q35,35,17,2034Q2,log_real_diesel_price,2034Q2,2034Q2,log_real_diesel_price,log_real_diesel_price,5.24240817210852,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,R35,35,18,2034Q2,log_real_light_ruc_price,2034Q2,2034Q2,log_real_light_ruc_price,log_real_light_ruc_price,4.352236545864253,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,S35,35,19,2034Q2,log_lagged_real_light_ruc_price,2034Q2,2034Q2,log_lagged_real_light_ruc_price,log_lagged_real_light_ruc_price,4.35261182739582,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,T35,35,20,2034Q2,log_target_lag_1,2034Q2,2034Q2,log_target_lag_1,log_target_lag_1,21.95221767891614,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,U35,35,21,2034Q2,log_target_lag_4,2034Q2,2034Q2,log_target_lag_4,log_target_lag_4,21.910848688388892,log transformed,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,V35,35,22,2034Q2,diff_log_real_gdp,2034Q2,2034Q2,diff_log_real_gdp,diff_log_real_gdp,0.00433715958365255,,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,W35,35,23,2034Q2,gdp_light_ruc_price_interaction,2034Q2,2034Q2,gdp_light_ruc_price_interaction,gdp_light_ruc_price_interaction,111.48735107504122,derived interaction,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,A36,36,1,2034Q3,period,2034Q3,2034Q3,period,period,2034Q3,system,text,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,B36,36,2,2034Q3,year,2034Q3,2034Q3,year,year,2034,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,C36,36,3,2034Q3,quarter,2034Q3,2034Q3,quarter,quarter,3,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,D36,36,4,2034Q3,horizon,2034Q3,2034Q3,horizon,horizon,35,system,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,E36,36,5,2034Q3,real_gdp_sa_nzd,2034Q3,2034Q3,real_gdp_sa_nzd,real_gdp_sa_nzd,133911207565.9933,real NZD,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,F36,36,6,2034Q3,real_diesel_price_cents_per_litre,2034Q3,2034Q3,real_diesel_price_cents_per_litre,real_diesel_price_cents_per_litre,189.0625,cents/litre,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,G36,36,7,2034Q3,real_light_ruc_price_nzd_per_1000km,2034Q3,2034Q3,real_light_ruc_price_nzd_per_1000km,real_light_ruc_price_nzd_per_1000km,77.62280511266714,NZD/1000km,numeric,materialized_from_workbook_cell
current_basecase,basecase,NLTF_forecast_input_template_to_2050Q4_basecase _2_ - Copy.xlsx,d0644d353ee5a073602186cf7ac5c16e707d5350e16fd037b73a65528067cc6a,Light RUC Inputs,LIGHT_RUC,H36,36,8,2034Q3,lagged_real_light_ruc_price_nzd_per_1000km,2034Q3,2034Q3,lagged_real_light_ruc_price_nzd_per_1000km,lagged_real_light_ruc_price_nzd_per_1000km,77.6519409845897,NZD/1000km,numeric,materialized_from_workbook_cell
