Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
LIGHT_RUC,Light RUC Inputs!AM98,diesel_x_post2020,5.368775830196598,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
LIGHT_RUC,Light RUC Inputs!AN98,time_trend,97,index/count,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
LIGHT_RUC,Light RUC Inputs!AO98,log_real_diesel_price_diff1,0.0981201366611879,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
LIGHT_RUC,Light RUC Inputs!AP98,log_real_diesel_price_lag1,5.27065569353541,natural-log / dimensionless,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
LIGHT_RUC,Light RUC Inputs!AQ98,log_real_diesel_price_lag4,5.314039542697127,natural-log / dimensionless,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
LIGHT_RUC,Light RUC Inputs!AR98,log_real_light_ruc_price_diff1,-0.009075004170975731,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
LIGHT_RUC,Light RUC Inputs!AS98,log_real_light_ruc_price_lag1,4.364620836405956,natural-log / dimensionless,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
LIGHT_RUC,Light RUC Inputs!AT98,log_real_light_ruc_price_lag4,4.386535464289413,natural-log / dimensionless,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
LIGHT_RUC,Light RUC Inputs!AU98,log_real_gdp_diff1,0.009950330853165212,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
LIGHT_RUC,Light RUC Inputs!AV98,log_real_gdp_lag1,25.45148516826339,natural-log / dimensionless,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
LIGHT_RUC,Light RUC Inputs!AW98,log_real_gdp_lag4,25.44884992020831,natural-log / dimensionless,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
HEAVY_RUC,Heavy RUC Inputs!A98,period,2026Q1,text,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!B98,period_label,Mar 2026,text,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!C98,year,2026,index/count,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!D98,quarter,1,index/count,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!E98,period_index,97,index/count,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!F98,trend_index,97,index/count,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!G98,target,1039372457,km,Raw internal actual,Exact Core Data actual,NLTF Core Data Report - Jun 2026,"Use Net RUC KM >6T, Q3/Mar-26, cell O77.",/mnt/data/NLTF Core Data Report -Jun 2026 (1).xlsx,Use the same Core Data column every quarter.
HEAVY_RUC,Heavy RUC Inputs!H98,log_target,20.761882961245814,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
HEAVY_RUC,Heavy RUC Inputs!I98,target_lag_1,1064388483,km,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
HEAVY_RUC,Heavy RUC Inputs!J98,target_lag_4,1022167146,km,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
HEAVY_RUC,Heavy RUC Inputs!K98,log_trend,4.574710978503383,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
HEAVY_RUC,Heavy RUC Inputs!L98,nominal_gdp_sa_nzd,114677316000,NZD,"Quarterly macro actual, vintage-linked",Published quarterly actual growth,RBNZ M5 / Stats NZ,Q4 workbook level × (1 + March-2026 nominal GDP q/q SA growth of 1.4%).,https://www.rbnz.govt.nz/statistics/series/economic-indicators/gross-domestic-product,"On refresh, chain the latest official nominal q/q SA growth onto the last accepted workbook-vintage level, or perform a governed full-history rebase."
HEAVY_RUC,Heavy RUC Inputs!M98,gdp_deflator_sa,1567.1821782178217,index,"Quarterly macro actual, reconciled",Derived from published quarterly actuals,RBNZ M5 / Stats NZ,"Q4 deflator × (1 + nominal q/q SA growth) / (1 + real q/q SA growth), so nominal and real GDP reconcile exactly.",https://www.rbnz.govt.nz/statistics/series/economic-indicators/gross-domestic-product,Use the same vintage-link rule unless the entire GDP history is rebased together.
HEAVY_RUC,Heavy RUC Inputs!N98,gdp_rebasing_factor,0.9960552268244576,factor,Derived macro field,Derived exact,"GDP, deflator and population inputs",Reproduce the existing workbook formulas: rebase nominal GDP with the GDP-deflator factor; divide by population for per-capita fields; natural-log positive levels.,https://www.rbnz.govt.nz/statistics/series/economic-indicators/gross-domestic-product | https://www.rbnz.govt.nz/statistics/series/economic-indicators/population-and-migration,Calculate centrally; do not request these as separate uploads.
HEAVY_RUC,Heavy RUC Inputs!O98,real_gdp_sa_nzd,114224940000,NZD,Derived macro field,Derived exact,"GDP, deflator and population inputs",Reproduce the existing workbook formulas: rebase nominal GDP with the GDP-deflator factor; divide by population for per-capita fields; natural-log positive levels.,https://www.rbnz.govt.nz/statistics/series/economic-indicators/gross-domestic-product | https://www.rbnz.govt.nz/statistics/series/economic-indicators/population-and-migration,Calculate centrally; do not request these as separate uploads.
HEAVY_RUC,Heavy RUC Inputs!P98,log_real_gdp,25.461435499116554,natural-log / dimensionless,Derived macro field,Derived exact,"GDP, deflator and population inputs",Reproduce the existing workbook formulas: rebase nominal GDP with the GDP-deflator factor; divide by population for per-capita fields; natural-log positive levels.,https://www.rbnz.govt.nz/statistics/series/economic-indicators/gross-domestic-product | https://www.rbnz.govt.nz/statistics/series/economic-indicators/population-and-migration,Calculate centrally; do not request these as separate uploads.
HEAVY_RUC,Heavy RUC Inputs!Q98,heavy_ruc_revenue_nzd,334926318.92,NZD,Raw internal actual,Exact Core Data actual,NLTF Core Data Report - Jun 2026,"Use Net RUC Revenue >6T, Q3/Mar-26, cell C77.",/mnt/data/NLTF Core Data Report -Jun 2026 (1).xlsx,Use the same Core Data column every quarter.
HEAVY_RUC,Heavy RUC Inputs!R98,heavy_ruc_price_nominal_nzd_per_1000km,322.2389785916754,"NZD/1,000 km",Derived effective rate,Derived exact,Core Data revenue and net km,"Quarterly effective nominal price = matching net revenue / matching net km × 1,000.",/mnt/data/NLTF Core Data Report -Jun 2026 (1).xlsx,Fail validation unless the reconstructed identity matches within 1e-9 relative tolerance.
HEAVY_RUC,Heavy RUC Inputs!S98,real_heavy_ruc_price_nzd_per_1000km,322.2389785916754,"NZD/1,000 km",Derived real price,Derived exact,Nominal price + RBNZ CPI,Real price = nominal price × CPI rebasing factor. Q1 factor is 1 because March 2026 is the base.,https://www.rbnz.govt.nz/statistics/series/economic-indicators/prices,Recompute whenever CPI or the real-price base quarter changes.
HEAVY_RUC,Heavy RUC Inputs!T98,log_real_heavy_ruc_price,5.775293439812151,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
HEAVY_RUC,Heavy RUC Inputs!U98,lead_real_heavy_ruc_price_nzd_per_1000km,318.7803374122621,"NZD/1,000 km",Retrospective lead actual,"Exact Q2 actual, CPI-rebased",NLTF Core Data Report + RBNZ M1,"Q2 effective Heavy price = C78/O78×1,000; multiply by March CPI 1339 / June CPI 1359.",/mnt/data/NLTF Core Data Report -Jun 2026 (1).xlsx | https://www.rbnz.govt.nz/statistics/series/economic-indicators/prices,"At a real-time quarter-end run, keep this unavailable or use an explicitly labelled expectation; for retrospective re-estimation use the now-observed Q2 actual."
HEAVY_RUC,Heavy RUC Inputs!V98,log_lead_real_heavy_ruc_price,5.764502268139001,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
HEAVY_RUC,Heavy RUC Inputs!W98,q2_dummy,0,0/1,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!X98,q3_dummy,0,0/1,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!Y98,q4_dummy,0,0/1,System / deterministic,System,Model calendar,Derived from period 2026Q1 and sequential index 97.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Regenerate; never source manually.
HEAVY_RUC,Heavy RUC Inputs!Z98,data_status,Historical official/source data,text,Governance metadata,Governance flag,This workbook,"Documents whether the observation is exact, derived, or provisional.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Preserve through CSV/parquet materialisation.
HEAVY_RUC,Heavy RUC Inputs!AA98,notes,"Q1 target and revenue are exact Core Data conventional Heavy RUC actuals: O77 and C77. The Q1 effective price is revenue divided by net km times 1,000. The required one-quarter lead uses exact Q2 Core Data C78/O78, rebased from June CPI 1359 into the March-2026 CPI base 1339.",text,Governance metadata,Governance flag,This workbook,"Documents whether the observation is exact, derived, or provisional.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Preserve through CSV/parquet materialisation.
HEAVY_RUC,Heavy RUC Inputs!AB98,real_diesel_price_cents_per_litre,214.6,cents/litre,Cross-stream lineage,Linked Q1 input,Light RUC Inputs!S98,Heavy inherits the Q1 real diesel price from the canonical Light RUC row.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Create once in canonical shared dimensions and join by period; block conflicting duplicate values.
HEAVY_RUC,Heavy RUC Inputs!AC98,log_real_diesel_price,5.368775830196598,natural-log / dimensionless,Cross-stream lineage,Linked Q1 input,Light RUC Inputs!T98,Natural log of the shared Light RUC diesel-price field.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Create once in canonical shared dimensions and join by period; block conflicting duplicate values.
HEAVY_RUC,Heavy RUC Inputs!AD98,real_light_ruc_price_nzd_per_1000km,77.90933916178503,"NZD/1,000 km",Cross-stream lineage,Linked Q1 input,Light RUC Inputs!W98,Heavy inherits the exact Q1 Light RUC effective real price.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Create once in canonical shared dimensions and join by period; block conflicting duplicate values.
HEAVY_RUC,Heavy RUC Inputs!AE98,lagged_real_light_ruc_price_nzd_per_1000km,78.61958460542789,"NZD/1,000 km",Cross-stream lineage,Linked Q1 input,Light RUC Inputs!Y98 / 2025Q4 history,Heavy inherits the same governed lagged Light RUC price.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Create once in canonical shared dimensions and join by period; block conflicting duplicate values.
HEAVY_RUC,Heavy RUC Inputs!AF98,log_real_light_ruc_price,4.355545832234981,natural-log / dimensionless,Cross-stream lineage,Linked Q1 input,Light RUC Inputs!X98,Natural log of the shared Q1 Light RUC effective price.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Create once in canonical shared dimensions and join by period; block conflicting duplicate values.
HEAVY_RUC,Heavy RUC Inputs!AG98,log_lagged_real_light_ruc_price,4.364620836405956,natural-log / dimensionless,Cross-stream lineage,Linked Q1 input,Light RUC Inputs!Z98 / 2025Q4 history,Natural log of the shared lagged Light RUC price.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Create once in canonical shared dimensions and join by period; block conflicting duplicate values.
HEAVY_RUC,Heavy RUC Inputs!AH98,unemployment_rate,0.053,decimal rate,Cross-stream lineage,Linked Q1 input,PED Inputs!Z98,Heavy inherits the canonical Q1 unemployment-rate field from PED.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Create once in canonical shared dimensions and join by period; block conflicting duplicate values.
HEAVY_RUC,Heavy RUC Inputs!AI98,log_unemployment_rate,-2.9374633654300153,natural-log / dimensionless,Cross-stream lineage,Linked Q1 input,PED Inputs!AA98,Natural log of the shared PED unemployment-rate field.,https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Create once in canonical shared dimensions and join by period; block conflicting duplicate values.
HEAVY_RUC,Heavy RUC Inputs!AJ98,log_target_lag_1,20.785666276828888,natural-log / dimensionless,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
HEAVY_RUC,Heavy RUC Inputs!AK98,log_target_lag_4,20.74519086330062,natural-log / dimensionless,Historical lag,Historical actual,NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,Copied from the exact prior-quarter or four-quarter historical observation; logs are calculated from those values.,/mnt/data/NLTF_model_input_sheet_actuals_to_2025Q4.xlsx,"Refresh automatically from the appended history, never re-key."
HEAVY_RUC,Heavy RUC Inputs!AL98,diff_log_target_lag_1_lag_4,0.04047541352826656,natural-log / dimensionless,Derived model feature,Derived exact,Same-row source variables,"Natural log, first difference, lag, or multiplicative interaction using the governed feature definition.",https://github.com/AdrianD234/NLTF-revenue-ML-model-dashboard/blob/main/scripts/build_model_input_history.py,Generate in code with parity tests against the historical workbook; do not ask users to type feature-engineered columns.
